gamePk,attendance,attendance_high_for_date,attendance_low_for_date,is_doubleheader_date
777971,20304.0,20304.0,20304.0,False
777958,36823.0,36823.0,36823.0,False
777952,32271.0,32271.0,32271.0,False
777960,17359.0,17359.0,17359.0,False
777953,42513.0,42513.0,42513.0,False
777951,20136.0,20136.0,20136.0,False
777950,35580.0,35580.0,35580.0,False
777948,26386.0,26386.0,26386.0,False
777947,41419.0,41419.0,41419.0,False
777959,32696.0,32696.0,32696.0,False
777939,27387.0,27387.0,27387.0,False
777941,27895.0,27895.0,27895.0,False
777949,23123.0,23123.0,23123.0,False
777932,43957.0,43957.0,43957.0,False
777934,19924.0,19924.0,19924.0,False
777944,16153.0,16153.0,16153.0,False
777945,18997.0,18997.0,18997.0,False
777935,27717.0,27717.0,27717.0,False
777943,35926.0,35926.0,35926.0,False
777940,20115.0,20115.0,20115.0,False
777942,32725.0,32725.0,32725.0,False
777931,27114.0,27114.0,27114.0,False
777926,30840.0,30840.0,30840.0,False
777930,30960.0,30960.0,30960.0,False
777937,45161.0,45161.0,45161.0,False
777936,38083.0,38083.0,38083.0,False
777915,30520.0,30520.0,30520.0,False
777924,10169.0,10169.0,10169.0,True
777938,10169.0,10169.0,10169.0,True
777922,40773.0,40773.0,35150.0,True
777933,35150.0,40773.0,35150.0,True
777925,25063.0,25063.0,25063.0,False
777916,30078.0,30078.0,30078.0,False
777927,21013.0,21013.0,21013.0,False
777923,22314.0,22314.0,22314.0,False
777919,34473.0,34473.0,34473.0,False
777929,37134.0,37134.0,37134.0,False
777921,34167.0,34167.0,34167.0,False
777918,18679.0,18679.0,18679.0,False
777920,24641.0,24641.0,24641.0,False
777914,43766.0,43766.0,43766.0,False
777917,50071.0,50071.0,50071.0,False
777928,43585.0,43585.0,43585.0,False
777909,34074.0,34074.0,34074.0,False
777911,30926.0,30926.0,30926.0,False
777912,19513.0,19513.0,19513.0,False
777913,22856.0,22856.0,22856.0,False
777910,28108.0,28108.0,28108.0,False
777946,51272.0,51272.0,51272.0,False
777903,11714.0,11714.0,11714.0,False
777900,40171.0,40171.0,40171.0,False
777902,26131.0,26131.0,26131.0,False
777905,44039.0,44039.0,44039.0,False
777907,21171.0,21171.0,21171.0,False
777906,23146.0,23146.0,23146.0,False
777908,34648.0,34648.0,34648.0,False
777891,41112.0,41112.0,41112.0,False
777901,28104.0,28104.0,28104.0,False
777895,33035.0,33035.0,33035.0,False
777898,33070.0,33070.0,33070.0,False
777897,35204.0,35204.0,35204.0,False
777896,41336.0,41336.0,41336.0,False
777899,46273.0,46273.0,46273.0,False
777904,47700.0,47700.0,47700.0,False
777882,38465.0,38465.0,38465.0,False
777881,40134.0,40134.0,40134.0,False
777886,40171.0,40171.0,40171.0,False
777890,28208.0,28208.0,28208.0,False
777888,47510.0,47510.0,47510.0,False
777889,12052.0,12052.0,12052.0,False
777894,44164.0,44164.0,44164.0,False
777892,38586.0,38586.0,38586.0,False
777885,36134.0,36134.0,36134.0,False
777883,40267.0,40267.0,40267.0,False
777875,42240.0,42240.0,42240.0,False
777879,40448.0,40448.0,40448.0,False
777884,50084.0,50084.0,50084.0,False
777893,34594.0,34594.0,34594.0,False
777887,35129.0,35129.0,35129.0,False
777876,35012.0,35012.0,35012.0,False
777864,25695.0,25695.0,25695.0,False
777869,34433.0,34433.0,34433.0,False
777873,37264.0,37264.0,37264.0,False
777880,44356.0,44356.0,44356.0,False
777874,27628.0,27628.0,27628.0,False
777871,36064.0,36064.0,36064.0,False
777868,43320.0,43320.0,43320.0,False
777878,48028.0,48028.0,48028.0,False
777865,30018.0,30018.0,30018.0,False
777872,40152.0,40152.0,40152.0,False
777867,40051.0,40051.0,40051.0,False
777870,28888.0,28888.0,28888.0,False
777866,51997.0,51997.0,51997.0,False
777877,10529.0,10529.0,10529.0,False
777857,10380.0,10380.0,10380.0,False
777859,10842.0,10842.0,10842.0,False
777863,9935.0,9935.0,9935.0,False
777856,33548.0,33548.0,33548.0,False
777858,10046.0,10046.0,10046.0,False
777860,22319.0,22319.0,22319.0,False
777862,24817.0,24817.0,24817.0,False
777852,23487.0,23487.0,23487.0,False
777855,28432.0,28432.0,28432.0,False
777853,10519.0,10519.0,10519.0,False
777854,41372.0,41372.0,41372.0,False
777846,11983.0,11983.0,11983.0,False
777847,10071.0,10071.0,10071.0,False
777850,9567.0,9567.0,9567.0,False
777851,33208.0,33208.0,33208.0,False
777841,26517.0,26517.0,26517.0,False
777848,10046.0,10046.0,10046.0,False
777843,10028.0,10028.0,10028.0,False
777845,23597.0,23597.0,23597.0,False
777844,22778.0,22778.0,22778.0,False
777840,31766.0,31766.0,31766.0,False
777842,24431.0,24431.0,24431.0,False
777836,32118.0,32118.0,32118.0,False
777838,51932.0,51932.0,51932.0,False
777849,40343.0,40343.0,40343.0,False
777819,29064.0,29064.0,29064.0,False
777834,17308.0,17308.0,17308.0,False
777832,8596.0,8596.0,8596.0,False
777861,26142.0,26142.0,26142.0,True
777833,7482.0,7482.0,7482.0,False
777826,30554.0,30554.0,30554.0,False
777827,28990.0,28990.0,28990.0,False
777828,10094.0,10094.0,10094.0,False
777829,26142.0,26142.0,26142.0,True
777831,31661.0,31661.0,31661.0,False
777835,40359.0,40359.0,40359.0,False
777837,23266.0,23266.0,23266.0,False
777823,23421.0,23421.0,23421.0,False
777824,43517.0,43517.0,43517.0,False
777830,10556.0,10556.0,10556.0,False
777812,10321.0,10321.0,10321.0,False
777818,43450.0,43450.0,43450.0,False
777816,33971.0,33971.0,33971.0,False
777817,23308.0,23308.0,23308.0,False
777821,21937.0,21937.0,21937.0,False
777814,10114.0,10114.0,10114.0,False
777820,16907.0,16907.0,16907.0,False
777822,29512.0,29512.0,29512.0,False
777805,17885.0,17885.0,17885.0,False
777811,30120.0,30120.0,30120.0,False
777815,31150.0,31150.0,31150.0,True
777801,19195.0,19195.0,19195.0,False
777810,10046.0,10046.0,10046.0,False
777807,26701.0,26701.0,26701.0,False
777808,40449.0,40449.0,40449.0,False
777797,34214.0,34214.0,34214.0,False
777806,24646.0,24646.0,24646.0,False
777800,34664.0,34664.0,34664.0,False
777802,47211.0,47211.0,47211.0,False
777798,28116.0,28116.0,28116.0,False
777804,10052.0,10052.0,10052.0,False
777799,22391.0,22391.0,22391.0,False
777813,40327.0,40327.0,40327.0,False
777803,41338.0,41338.0,41338.0,False
777809,30958.0,34604.0,30958.0,True
777793,36873.0,36873.0,36873.0,False
777790,34604.0,34604.0,30958.0,True
777788,30720.0,30720.0,30720.0,False
777786,37380.0,37380.0,37380.0,False
777794,24651.0,24651.0,24651.0,False
777789,41332.0,41332.0,41332.0,False
777787,35785.0,35785.0,35785.0,False
777792,19240.0,19240.0,19240.0,False
777782,43186.0,43186.0,43186.0,False
777795,10046.0,10046.0,10046.0,False
777796,37256.0,37256.0,37256.0,False
777784,10090.0,10090.0,10090.0,False
777781,29301.0,29301.0,29301.0,False
777791,40409.0,40409.0,40409.0,False
777772,32501.0,32501.0,32501.0,False
777785,36824.0,36824.0,36824.0,False
777778,31581.0,31581.0,31581.0,False
777776,18920.0,18920.0,18920.0,False
777779,32822.0,32822.0,32822.0,False
777775,10046.0,10046.0,10046.0,False
777780,37031.0,37031.0,37031.0,False
777783,41251.0,41251.0,41251.0,False
777777,20908.0,20908.0,20908.0,False
777768,38379.0,38379.0,38379.0,False
777765,10068.0,10068.0,10068.0,False
777767,37074.0,37074.0,37074.0,False
777766,36437.0,36437.0,36437.0,False
777773,41917.0,41917.0,41917.0,False
777774,35526.0,35526.0,35526.0,False
777770,31640.0,31640.0,31640.0,False
777764,40181.0,40181.0,40181.0,False
777757,40171.0,40171.0,40171.0,False
777771,21717.0,21717.0,21717.0,False
777759,33766.0,33766.0,33766.0,False
777760,18002.0,18002.0,18002.0,False
777769,34711.0,34711.0,34711.0,False
777762,8759.0,8759.0,8759.0,False
777761,25697.0,25697.0,25697.0,False
777756,40872.0,40872.0,40872.0,False
777763,43626.0,43626.0,43626.0,False
777758,39938.0,39938.0,39938.0,False
777749,34944.0,34944.0,34944.0,False
777747,26489.0,26489.0,26489.0,False
777753,25422.0,25422.0,25422.0,False
777755,21092.0,21092.0,21092.0,False
777748,40627.0,40627.0,40627.0,False
777746,10046.0,10046.0,10046.0,False
777750,17383.0,17383.0,17383.0,False
777745,34491.0,34491.0,34491.0,False
777751,33099.0,33099.0,33099.0,False
777741,25818.0,25818.0,25818.0,False
777752,36123.0,36123.0,36123.0,False
777742,40363.0,40363.0,40363.0,False
777744,20739.0,20739.0,20739.0,False
777743,19861.0,19861.0,19861.0,False
777754,13779.0,13779.0,13779.0,False
777732,8372.0,8372.0,8372.0,False
777736,24603.0,24603.0,24603.0,False
777737,34021.0,34021.0,34021.0,False
777738,31602.0,31602.0,31602.0,False
777739,23381.0,23381.0,23381.0,False
777734,25122.0,25122.0,25122.0,False
777726,33885.0,33885.0,33885.0,False
777740,14491.0,14491.0,14491.0,False
777733,15430.0,15430.0,15430.0,False
777731,33748.0,33748.0,33748.0,False
777724,20811.0,20811.0,20811.0,False
777728,36808.0,36808.0,36808.0,False
777730,19475.0,19475.0,19475.0,False
777729,25202.0,25202.0,25202.0,False
777722,19599.0,19599.0,19599.0,False
777725,29661.0,29661.0,29661.0,False
777723,42739.0,42739.0,32314.0,True
777735,32314.0,42739.0,32314.0,True
777727,23853.0,23853.0,23853.0,False
777718,41270.0,41270.0,41270.0,False
777717,10361.0,10361.0,10361.0,False
777716,36951.0,36951.0,36951.0,False
777712,36019.0,36019.0,36019.0,False
777720,22108.0,22108.0,22108.0,False
777715,41546.0,41546.0,41546.0,False
777721,31407.0,31407.0,31407.0,False
777707,42579.0,42579.0,42579.0,False
777709,28679.0,28679.0,28679.0,False
777711,28785.0,28785.0,28785.0,False
777714,32115.0,32115.0,32115.0,False
777710,29435.0,29435.0,29435.0,False
777713,39614.0,39614.0,39614.0,False
777708,53276.0,53276.0,53276.0,False
777719,39842.0,39842.0,39842.0,False
777700,41681.0,41681.0,41681.0,False
777704,39144.0,39144.0,39144.0,False
777701,38017.0,38017.0,38017.0,False
777697,29062.0,29062.0,29062.0,False
777699,23470.0,23470.0,23470.0,False
777702,43773.0,43773.0,43773.0,False
777703,28184.0,28184.0,28184.0,False
777694,35005.0,35005.0,35005.0,False
777693,33033.0,33033.0,33033.0,False
777705,12387.0,12387.0,12387.0,False
777695,37457.0,37457.0,37457.0,False
777698,51746.0,51746.0,51746.0,False
777691,42471.0,42471.0,42471.0,False
777696,29434.0,29434.0,29434.0,False
777706,41444.0,41444.0,41444.0,False
777689,13422.0,13422.0,13422.0,False
777678,28138.0,28138.0,28138.0,False
777692,38279.0,38279.0,38279.0,False
777684,33037.0,33037.0,33037.0,False
777685,30130.0,30130.0,30130.0,False
777683,26518.0,26518.0,26518.0,False
777688,44076.0,44076.0,44076.0,False
777687,40179.0,40179.0,40179.0,False
777677,24474.0,24474.0,24474.0,False
777690,33938.0,33938.0,33938.0,False
777679,29664.0,29664.0,29664.0,False
777680,39003.0,39003.0,39003.0,False
777681,42069.0,42069.0,42069.0,False
777682,54031.0,54031.0,54031.0,False
777686,43224.0,43224.0,43224.0,False
777671,18711.0,18711.0,18711.0,False
777673,5894.0,5894.0,5894.0,False
777670,31688.0,31688.0,31688.0,False
777674,11852.0,11852.0,11852.0,False
777676,35680.0,35680.0,35680.0,False
777669,8922.0,8922.0,8922.0,False
777675,48556.0,48556.0,48556.0,False
777665,32632.0,32632.0,32632.0,False
777664,40683.0,40683.0,40683.0,False
777659,27702.0,27702.0,27702.0,False
777655,21089.0,21089.0,21089.0,False
777666,7583.0,7583.0,7583.0,False
777663,15891.0,15891.0,15891.0,False
777668,25749.0,25749.0,25749.0,False
777660,26656.0,26656.0,26656.0,False
777658,8487.0,8487.0,8487.0,False
777672,32898.0,32898.0,32898.0,False
777661,12308.0,12308.0,12308.0,False
777662,9131.0,9131.0,9131.0,False
777656,35522.0,35522.0,35522.0,False
777657,53424.0,53424.0,53424.0,False
777667,33003.0,33003.0,33003.0,False
777654,37082.0,37082.0,37082.0,False
777652,6261.0,6261.0,6261.0,False
777647,21775.0,21775.0,21775.0,False
777648,12359.0,12359.0,12359.0,False
777653,36759.0,36759.0,36759.0,False
777649,33073.0,33073.0,33073.0,False
777639,12381.0,12381.0,12381.0,False
777651,25716.0,25716.0,25716.0,False
777638,45733.0,45733.0,45733.0,False
777643,9211.0,9211.0,9211.0,False
777650,21965.0,21965.0,21965.0,False
777641,34821.0,34821.0,34821.0,False
777645,19231.0,19231.0,19231.0,False
777646,8994.0,8994.0,8994.0,False
777628,27887.0,27887.0,27887.0,False
777640,33902.0,33902.0,33902.0,False
777635,31038.0,31038.0,21657.0,True
777634,11630.0,11630.0,11630.0,False
777636,8877.0,8877.0,8877.0,False
777637,33728.0,33728.0,33728.0,False
777633,37436.0,37436.0,37436.0,False
777630,13775.0,13775.0,13775.0,False
777632,30402.0,30402.0,30402.0,False
777644,41665.0,41665.0,41665.0,False
777629,10046.0,10046.0,10046.0,False
777631,46364.0,46364.0,46364.0,False
777642,21657.0,31038.0,21657.0,True
777625,8448.0,8448.0,8448.0,False
777618,36916.0,36916.0,36916.0,False
777621,23243.0,23243.0,23243.0,False
777624,27160.0,27160.0,27160.0,False
777627,46783.0,46783.0,46783.0,False
777626,40132.0,40132.0,40132.0,False
777614,34915.0,34915.0,34915.0,False
777620,40071.0,40071.0,40071.0,False
777615,26847.0,26847.0,26847.0,False
777616,34890.0,34890.0,34890.0,False
777613,8424.0,8424.0,8424.0,False
777619,39153.0,39153.0,39153.0,False
777617,32298.0,32298.0,32298.0,False
777622,31819.0,31819.0,31819.0,False
777610,22670.0,22670.0,22670.0,False
777612,27951.0,27951.0,27951.0,True
777609,41034.0,41034.0,41034.0,False
777623,27951.0,27951.0,27951.0,True
777600,23476.0,23476.0,23476.0,False
777601,37465.0,37465.0,37465.0,False
777598,35162.0,35162.0,35162.0,False
777607,32951.0,32951.0,32951.0,False
777599,9185.0,9185.0,9185.0,False
777608,31717.0,31717.0,31717.0,False
777606,19099.0,19099.0,19099.0,False
777611,10046.0,10046.0,10046.0,False
777605,47020.0,47020.0,47020.0,False
777597,37032.0,37032.0,37032.0,False
777603,29407.0,29407.0,29407.0,False
777604,38279.0,38279.0,38279.0,False
777588,8836.0,8836.0,8836.0,False
777585,22078.0,22078.0,22078.0,False
777586,26265.0,26265.0,26265.0,False
777596,24897.0,24897.0,24897.0,False
777602,21083.0,21083.0,21083.0,False
777594,40343.0,40343.0,40343.0,False
777592,9014.0,9014.0,9014.0,False
777590,22137.0,22137.0,22137.0,False
777591,23876.0,23876.0,23876.0,False
777593,45140.0,45140.0,45140.0,False
777589,31416.0,31416.0,31416.0,False
777595,25261.0,25261.0,25261.0,False
777583,40548.0,40548.0,40548.0,False
777582,42255.0,42255.0,42255.0,False
777587,41026.0,41026.0,41026.0,False
777581,30851.0,30851.0,30851.0,False
777577,22799.0,22799.0,22799.0,False
777576,24884.0,24884.0,24884.0,False
777575,25145.0,25145.0,25145.0,False
777578,41226.0,41226.0,41226.0,False
777574,9283.0,9283.0,9283.0,False
777580,23436.0,23436.0,23436.0,False
777584,31422.0,31422.0,31422.0,False
777579,45678.0,45678.0,45678.0,False
777566,14465.0,14465.0,14465.0,False
777571,41220.0,41220.0,41220.0,False
777570,38472.0,38472.0,38472.0,False
777573,20291.0,20291.0,20291.0,False
777572,30017.0,30017.0,30017.0,False
777569,26753.0,26753.0,26753.0,False
777565,31917.0,31917.0,31917.0,False
777564,27480.0,27480.0,27480.0,False
777558,29278.0,29278.0,29278.0,False
777557,24765.0,24765.0,24765.0,False
777560,45084.0,45084.0,45084.0,False
777559,25140.0,25140.0,25140.0,False
777567,28950.0,28950.0,28950.0,False
777563,24553.0,24553.0,24553.0,False
777568,30028.0,30028.0,30028.0,False
777552,16709.0,16709.0,16709.0,False
777553,42660.0,42660.0,42660.0,False
777549,28564.0,28564.0,28564.0,False
777554,30809.0,30809.0,30809.0,False
777545,28530.0,28530.0,28530.0,False
777548,25969.0,25969.0,25969.0,False
777543,45481.0,45481.0,45481.0,False
777550,28519.0,28519.0,28519.0,False
777562,18630.0,18630.0,18630.0,False
777561,36003.0,36003.0,36003.0,False
777556,18904.0,18904.0,18904.0,False
777551,21182.0,21182.0,21182.0,False
777547,23532.0,23532.0,23532.0,False
777555,40681.0,40681.0,40681.0,False
777542,21741.0,21741.0,21741.0,False
777544,39779.0,39779.0,39779.0,False
777533,23995.0,23995.0,23995.0,False
777534,28168.0,28168.0,28168.0,False
777540,18800.0,18800.0,18800.0,False
777532,27687.0,27687.0,27687.0,False
777541,40174.0,40174.0,40174.0,False
777546,28003.0,28003.0,28003.0,False
777536,23412.0,23412.0,23412.0,False
777526,39457.0,39457.0,39457.0,False
777528,41622.0,41622.0,41622.0,False
777531,40596.0,40596.0,40596.0,False
777535,39303.0,39303.0,39303.0,False
777530,31098.0,31098.0,31098.0,False
777538,40413.0,40413.0,40413.0,False
777537,36622.0,36622.0,36622.0,False
777525,30026.0,30026.0,30026.0,False
777524,31934.0,31934.0,31934.0,False
777539,20204.0,20204.0,20204.0,False
777522,53022.0,53022.0,53022.0,False
777520,34378.0,34378.0,34378.0,False
777527,38402.0,38402.0,38402.0,False
777529,29586.0,29586.0,29586.0,False
777521,33052.0,33052.0,33052.0,False
777518,41662.0,41662.0,41662.0,False
777514,21129.0,21129.0,21129.0,False
777517,38199.0,38199.0,38199.0,False
777513,39554.0,39554.0,39554.0,False
777519,26313.0,26313.0,26313.0,False
777509,43711.0,43711.0,43711.0,False
777508,38122.0,38122.0,38122.0,False
777511,29034.0,29034.0,29034.0,False
777512,39017.0,39017.0,39017.0,False
777515,37561.0,37561.0,37561.0,False
777516,36414.0,36414.0,36414.0,False
777523,38515.0,38515.0,38515.0,False
777506,51548.0,51548.0,51548.0,False
777507,32211.0,32211.0,32211.0,False
777510,36315.0,36315.0,36315.0,False
777503,28293.0,28293.0,28293.0,False
777504,39405.0,39405.0,39405.0,False
777505,40418.0,40418.0,40418.0,False
777496,27272.0,27272.0,27272.0,False
777499,44681.0,44681.0,44681.0,False
777502,42804.0,42804.0,42804.0,False
777500,36475.0,36475.0,36475.0,False
777494,39757.0,39757.0,39757.0,False
777497,40162.0,40162.0,40162.0,False
777493,38037.0,38037.0,38037.0,False
777491,42676.0,42676.0,42676.0,False
777495,40871.0,40871.0,40871.0,False
777492,40629.0,40629.0,40629.0,False
777498,53980.0,53980.0,53980.0,False
777501,33370.0,33370.0,33370.0,False
777484,10046.0,10046.0,10046.0,False
777483,9898.0,9898.0,9898.0,False
777488,11370.0,11370.0,11370.0,False
777487,37398.0,37398.0,37398.0,False
777486,24490.0,24490.0,24490.0,False
777485,8766.0,8766.0,8766.0,False
777490,53207.0,53207.0,53207.0,False
777477,10046.0,10046.0,10046.0,False
777481,8300.0,8300.0,8300.0,False
777475,27449.0,27449.0,27449.0,False
777480,17232.0,17232.0,17232.0,False
777476,35278.0,35278.0,35278.0,False
777478,26153.0,26153.0,26153.0,False
777489,36791.0,36791.0,36791.0,False
777472,36222.0,36222.0,36222.0,False
777467,16974.0,16974.0,16974.0,False
777482,38687.0,38687.0,38687.0,False
777473,26974.0,26974.0,26974.0,False
777469,8315.0,8315.0,8315.0,False
777471,51555.0,51555.0,51555.0,False
777468,34408.0,34408.0,34408.0,False
777479,38537.0,38537.0,38537.0,False
777453,32200.0,32200.0,32200.0,False
777463,10046.0,10046.0,10046.0,False
777461,20366.0,20366.0,20366.0,False
777466,43255.0,43255.0,43255.0,False
777474,25911.0,25911.0,25911.0,False
777465,9570.0,9570.0,9570.0,False
777462,27635.0,27635.0,27635.0,False
777460,26520.0,26520.0,26520.0,False
777456,8803.0,8803.0,8803.0,False
777454,34055.0,34055.0,34055.0,False
777457,53568.0,53568.0,53568.0,False
777470,39926.0,39926.0,39926.0,False
777450,41078.0,41078.0,41078.0,False
777452,27306.0,27306.0,27306.0,False
777445,21850.0,21850.0,21850.0,False
777449,45671.0,45671.0,45671.0,False
777451,33368.0,33368.0,28540.0,True
777464,28540.0,33368.0,28540.0,True
777458,20816.0,20816.0,20816.0,True
777447,20816.0,20816.0,20816.0,True
777448,33978.0,33978.0,33978.0,False
777440,40093.0,40093.0,40093.0,False
777444,10411.0,10411.0,10411.0,False
777455,39234.0,39234.0,39234.0,False
777446,10046.0,10046.0,10046.0,False
777441,8670.0,8670.0,8670.0,False
777442,53280.0,53280.0,53280.0,False
777443,37308.0,37308.0,37308.0,False
777435,36121.0,36121.0,36121.0,False
777437,44432.0,44432.0,44432.0,False
777436,40787.0,40787.0,40787.0,False
777432,31327.0,31327.0,31327.0,False
777431,10046.0,10046.0,10046.0,False
777438,47034.0,47034.0,47034.0,False
777439,12146.0,12146.0,12146.0,False
777430,31851.0,31851.0,31851.0,False
777425,40169.0,40169.0,40169.0,False
777434,28011.0,28011.0,28011.0,False
777428,29580.0,29580.0,29580.0,False
777426,43574.0,43574.0,43574.0,False
777429,8578.0,8578.0,8578.0,False
777427,46558.0,46558.0,46558.0,False
777433,35334.0,35334.0,35334.0,False
777421,23819.0,23819.0,23819.0,False
777422,46142.0,46142.0,46142.0,False
777420,10046.0,10046.0,10046.0,False
777412,28321.0,28321.0,28321.0,False
777419,39047.0,39047.0,39047.0,False
777415,27283.0,27283.0,27283.0,False
777418,41488.0,41488.0,41488.0,False
777413,43241.0,43241.0,43241.0,False
777411,8383.0,8383.0,8383.0,False
777424,21198.0,21198.0,21198.0,False
777423,44687.0,44687.0,44687.0,False
777410,34076.0,34076.0,34076.0,False
777414,32326.0,32326.0,32326.0,False
777416,54154.0,54154.0,54154.0,False
777417,39027.0,39027.0,39027.0,False
777403,36185.0,36185.0,36185.0,False
777406,45571.0,45571.0,45571.0,False
777404,20341.0,20341.0,20341.0,False
777408,38893.0,38893.0,38893.0,False
777402,16486.0,16486.0,16486.0,False
777401,21143.0,21143.0,21143.0,False
777409,10046.0,10046.0,10046.0,False
777399,28565.0,28565.0,28565.0,False
777400,10215.0,10215.0,10215.0,False
777395,40350.0,40350.0,40350.0,False
777397,29154.0,29154.0,29154.0,False
777405,42155.0,42155.0,42155.0,False
777398,48177.0,48177.0,48177.0,False
777396,43567.0,43567.0,43567.0,False
777407,27477.0,27477.0,27477.0,False
777393,12579.0,12579.0,12579.0,False
777394,13929.0,13929.0,13929.0,False
777389,38593.0,38593.0,38593.0,False
777388,17909.0,17909.0,17909.0,False
777390,31418.0,31418.0,31418.0,False
777392,27058.0,27058.0,27058.0,False
777381,30137.0,30137.0,30137.0,False
777382,44074.0,44074.0,44074.0,False
777391,26791.0,26791.0,26791.0,False
777383,13001.0,13001.0,13001.0,False
777380,16909.0,16909.0,16909.0,False
777386,22929.0,22929.0,22929.0,False
777384,22525.0,22525.0,22525.0,False
777387,38130.0,38130.0,38130.0,False
777385,39257.0,39257.0,39257.0,False
777378,22951.0,22951.0,22951.0,False
777374,31772.0,31772.0,31772.0,False
777373,29545.0,29545.0,29545.0,False
777377,31245.0,31245.0,31245.0,False
777379,36492.0,36492.0,36492.0,False
777376,33115.0,33115.0,33115.0,False
777372,41229.0,41229.0,41229.0,False
777364,28643.0,28643.0,28643.0,False
777375,23532.0,23532.0,23532.0,False
777369,38275.0,38275.0,38275.0,False
777361,42774.0,42774.0,42774.0,False
777362,28301.0,28301.0,28301.0,False
777360,40532.0,40532.0,40532.0,False
777371,21872.0,21872.0,21872.0,False
777368,23849.0,23849.0,23849.0,False
777365,22828.0,22828.0,22828.0,False
777367,27620.0,27620.0,27620.0,False
777363,15850.0,15850.0,15850.0,False
777357,30399.0,30399.0,30399.0,False
777366,28826.0,28826.0,28826.0,False
777358,43881.0,43881.0,43881.0,False
777355,31712.0,31712.0,31712.0,False
777359,20649.0,20649.0,20649.0,False
777370,10217.0,10217.0,10217.0,False
777347,33804.0,33804.0,33804.0,False
777344,38091.0,38091.0,38091.0,False
777350,37130.0,37130.0,37130.0,False
777352,42646.0,42646.0,42646.0,False
777356,19666.0,19666.0,19666.0,False
777353,19619.0,19619.0,19619.0,False
777354,26217.0,26217.0,26217.0,False
777351,27676.0,27676.0,27676.0,False
777348,32793.0,32793.0,32793.0,False
